Dist_Name,Year,State_Name,RICE_AREA_(1000_ha),RICE_PRODUCTION_(1000_tons),RICE_YIELD_(Kg_per_ha),WHEAT_AREA_(1000_ha),WHEAT_PRODUCTION_(1000_tons),WHEAT_YIELD_(Kg_per_ha),OILSEEDS_AREA_(1000_ha),OILSEEDS_PRODUCTION_(1000_tons),OILSEEDS_YIELD_(Kg_per_ha),MAIZE_AREA_(1000_ha),MAIZE_PRODUCTION_(1000_tons),MAIZE_YIELD_(Kg_per_ha),COTTON_AREA_(1000_ha),COTTON_PRODUCTION_(1000_tons),COTTON_YIELD_(Kg_per_ha),GROUNDNUT_AREA_(1000_ha),GROUNDNUT_PRODUCTION_(1000_tons),GROUNDNUT_YIELD_(Kg_per_ha),SUNFLOWER_AREA_(1000_ha),SUNFLOWER_PRODUCTION_(1000_tons),SUNFLOWER_YIELD_(Kg_per_ha),SUGARCANE_AREA_(1000_ha),SUGARCANE_PRODUCTION_(1000_tons),SUGARCANE_YIELD_(Kg_per_ha),PEARL_MILLET_AREA_(1000_ha),PEARL_MILLET_PRODUCTION_(1000_tons),PEARL_MILLET_YIELD_(Kg_per_ha),FINGER_MILLET_AREA_(1000_ha),FINGER_MILLET_PRODUCTION_(1000_tons),FINGER_MILLET_YIELD_(Kg_per_ha),SOYABEAN_AREA_(1000_ha),SOYABEAN_PRODUCTION_(1000_tons),SOYABEAN_YIELD_(Kg_per_ha),KHARIF_SORGHUM_AREA_(1000_ha),KHARIF_SORGHUM_PRODUCTION_(1000_tons),KHARIF_SORGHUM_YIELD_(Kg_per_ha),RABI_SORGHUM_AREA_(1000_ha),RABI_SORGHUM_PRODUCTION_(1000_tons),RABI_SORGHUM_YIELD_(Kg_per_ha)
Bilaspur,2015,Chhattisgarh,731.83,1340.65,1831.92,17.82,27.03,1516.74,32.94,18.29,555.1,8.62,12.22,1416.38,0.0,0.0,0.0,2.85,3.9,1370.52,0.35,0.18,514.29,4.29,0.96,224.31,0.02,0.01,500.0,0.0,0.0,0.0,16.24,9.07,558.26,0.0,0.0,0.0,0.0,0.0,0.0
Bilaspur,2016,Chhattisgarh,727.5,1858.19,2554.21,16.2,25.1,1549.23,0.0,0.0,0.0,8.1,17.11,2111.81,0.0,0.0,0.0,2.79,5.23,1872.89,0.34,0.0,0.0,6.5,2.77,426.57,0.02,0.01,466.51,0.0,0.0,0.0,14.01,14.19,1012.86,0.0,0.0,0.0,0.0,0.0,0.0
Bilaspur,2017,Chhattisgarh,727.94,1295.71,1779.97,15.8,21.72,1374.7,0.0,0.0,0.0,7.61,15.83,2080.79,0.0,0.0,0.0,2.38,3.58,1504.8,0.3,0.0,0.0,7.57,0.83,109.36,0.02,0.01,437.5,0.0,0.0,0.0,13.94,5.17,371.22,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,1966,Chhattisgarh,332.0,203.0,611.45,1.0,1.0,1000.0,49.14,-1.0,-1.0,8.0,10.0,1250.0,0.8,0.4,500.0,11.0,6.0,545.45,0.0,0.0,0.0,1.4,4.6,3285.71,0.0,0.0,0.0,0.9,0.2,222.22,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0
Raigarh,1967,Chhattisgarh,333.0,278.0,834.83,1.0,1.0,1000.0,50.53,-1.0,-1.0,8.0,13.0,1625.0,0.7,0.3,428.57,12.0,12.0,1000.0,0.0,0.0,0.0,1.5,5.5,3666.67,0.0,0.0,0.0,0.9,0.3,333.33,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1968,Chhattisgarh,339.4,267.0,786.68,1.5,1.0,666.67,49.93,-1.0,-1.0,8.8,8.0,909.09,0.7,0.4,571.43,13.1,6.0,458.02,0.0,0.0,0.0,1.6,5.8,3625.0,0.0,0.0,0.0,1.1,0.3,272.73,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1969,Chhattisgarh,340.0,253.2,744.71,1.5,0.9,600.0,51.1,15.9,311.15,8.9,10.1,1134.83,0.6,0.3,500.0,13.1,7.8,595.42,0.0,0.0,0.0,1.7,5.3,3117.65,0.0,0.0,0.0,1.1,0.3,272.73,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1970,Chhattisgarh,342.2,274.7,802.75,1.3,1.0,769.23,49.7,17.2,346.08,9.0,13.6,1511.11,0.4,0.1,250.0,12.5,9.4,752.0,0.0,0.0,0.0,1.5,5.1,3400.0,0.0,0.0,0.0,1.1,0.3,272.73,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1971,Chhattisgarh,344.6,241.3,700.23,1.8,1.2,666.67,48.5,16.1,331.96,9.1,9.0,989.01,0.3,0.2,666.67,12.5,7.5,600.0,0.0,0.0,0.0,1.6,5.2,3250.0,0.0,0.0,0.0,1.2,0.3,250.0,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1972,Chhattisgarh,345.3,212.9,616.57,4.4,3.1,704.55,48.7,18.3,375.77,9.0,9.6,1066.67,0.3,0.2,666.67,12.7,9.3,732.28,0.0,0.0,0.0,1.6,4.9,3062.5,0.0,0.0,0.0,1.1,0.2,181.82,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1973,Chhattisgarh,345.9,314.1,908.07,5.0,3.5,700.0,48.5,15.7,323.71,9.1,9.7,1065.93,0.3,0.1,333.33,12.9,7.1,550.39,0.0,0.0,0.0,1.5,5.0,3333.33,0.0,0.0,0.0,1.2,0.3,250.0,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1974,Chhattisgarh,347.7,227.6,654.59,5.0,3.8,760.0,47.8,17.3,361.92,8.9,9.2,1033.71,0.2,0.2,1000.0,12.9,8.7,674.42,0.0,0.0,0.0,1.5,4.7,3133.33,0.0,0.0,0.0,1.2,0.3,250.0,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1975,Chhattisgarh,350.8,311.6,888.26,5.4,3.5,648.15,49.7,19.5,392.35,8.9,8.8,988.76,0.2,0.1,500.0,12.9,10.1,782.95,0.0,0.0,0.0,1.5,4.7,3133.33,0.0,0.0,0.0,1.3,0.3,230.77,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1976,Chhattisgarh,353.4,199.1,563.38,4.2,2.8,666.67,44.1,9.5,215.42,9.1,10.2,1120.88,0.2,0.1,500.0,12.8,5.2,406.25,0.0,0.0,0.0,1.5,4.9,3266.67,0.0,0.0,0.0,1.5,0.3,200.0,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1977,Chhattisgarh,356.7,348.5,977.01,6.2,4.2,677.42,45.9,13.9,302.83,9.0,9.1,1011.11,0.2,0.1,500.0,12.7,7.7,606.3,0.0,0.0,0.0,1.2,4.2,3500.0,0.0,0.0,0.0,1.6,0.4,250.0,0.0,0.0,0.0,0.3,0.2,666.67,0.0,0.0,0.0
Raigarh,1978,Chhattisgarh,360.3,292.1,810.71,5.5,7.0,1272.73,45.4,14.7,323.79,8.9,9.3,1044.94,0.1,0.1,1000.0,12.2,8.0,655.74,0.0,0.0,0.0,1.4,4.6,3285.71,0.0,0.0,0.0,1.6,0.4,250.0,0.0,0.0,0.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1979,Chhattisgarh,362.4,149.3,411.98,3.3,2.3,696.97,43.0,9.8,227.91,8.0,8.8,1100.0,0.1,0.0,0.0,11.6,5.4,465.52,0.0,0.0,0.0,1.4,2.8,2000.0,0.0,0.0,0.0,1.6,0.3,187.5,0.0,0.0,0.0,0.4,0.3,750.0,0.0,0.0,0.0
Raigarh,1980,Chhattisgarh,368.0,332.6,903.8,4.5,5.4,1200.0,44.2,14.1,319.0,9.0,9.8,1088.89,0.1,0.0,0.0,11.3,7.3,646.02,0.0,0.0,0.0,1.3,3.6,2769.23,0.0,0.0,0.0,1.6,0.4,250.0,0.0,0.0,0.0,0.4,0.3,750.0,0.0,0.0,0.0
Raigarh,1981,Chhattisgarh,372.8,326.6,876.07,4.8,5.6,1166.67,45.5,15.1,331.87,8.0,7.9,987.5,0.1,0.0,0.0,11.3,8.3,734.51,0.0,0.0,0.0,1.0,3.2,3200.0,0.0,0.0,0.0,1.6,0.4,250.0,0.0,0.0,0.0,0.4,0.3,750.0,0.0,0.0,0.0
Raigarh,1982,Chhattisgarh,371.0,270.2,728.3,4.7,6.0,1276.6,45.6,11.6,254.39,8.0,10.7,1337.5,0.1,0.1,1000.0,10.4,5.7,548.08,0.0,0.0,0.0,0.9,2.7,3000.0,0.0,0.0,0.0,1.6,0.4,250.0,0.1,0.0,0.0,0.4,0.2,500.0,0.0,0.0,0.0
Raigarh,1983,Chhattisgarh,375.1,361.8,964.54,3.9,3.2,820.51,47.8,15.5,324.27,8.0,11.4,1425.0,0.0,0.0,0.0,10.3,6.5,631.07,0.0,0.0,0.0,0.6,2.2,3666.67,0.0,0.0,0.0,1.7,0.4,235.29,0.2,0.1,500.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1984,Chhattisgarh,378.9,292.6,772.24,3.0,2.9,966.67,47.4,14.8,312.24,8.8,11.2,1272.73,0.0,0.0,0.0,11.6,6.8,586.21,0.0,0.0,0.0,0.6,2.2,3666.67,0.0,0.0,0.0,1.7,0.4,235.29,0.2,0.1,500.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1985,Chhattisgarh,387.5,373.4,963.61,3.1,3.2,1032.26,47.0,19.0,404.26,8.9,9.2,1033.71,0.0,0.0,0.0,11.8,9.5,805.08,0.0,0.0,0.0,0.4,1.4,3500.0,0.0,0.0,0.0,1.7,0.4,235.29,0.2,0.2,1000.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1986,Chhattisgarh,392.0,330.0,841.84,3.0,4.0,1333.33,48.8,18.3,375.0,9.0,10.0,1111.11,0.0,0.0,0.0,10.0,8.0,800.0,0.0,0.0,0.0,0.8,2.7,3375.0,0.0,0.0,0.0,1.7,0.4,235.29,0.2,0.1,500.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1987,Chhattisgarh,392.0,320.0,816.33,3.0,4.0,1333.33,52.0,23.9,459.62,8.9,10.8,1213.48,4.0,0.0,0.0,10.0,10.0,1000.0,0.0,0.0,0.0,0.7,2.3,3285.71,0.0,0.0,0.0,1.3,0.3,230.77,0.0,0.0,0.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1988,Chhattisgarh,407.3,413.1,1014.24,2.8,3.8,1357.14,51.6,24.8,480.62,8.6,12.6,1465.12,0.0,0.0,0.0,11.1,11.4,1027.03,0.0,0.0,0.0,0.7,2.4,3428.57,0.0,0.0,0.0,1.4,0.4,285.71,0.0,0.0,0.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1989,Chhattisgarh,418.2,377.5,902.68,2.5,3.3,1320.0,51.0,22.3,437.25,8.7,14.9,1712.64,0.0,0.0,0.0,12.2,10.9,893.44,0.0,0.0,0.0,0.9,2.9,3222.22,0.0,0.0,0.0,1.4,0.4,285.71,0.0,0.0,0.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1990,Chhattisgarh,412.5,397.8,964.36,2.3,3.2,1391.3,52.3,23.4,447.42,8.4,10.3,1226.19,0.0,0.0,0.0,16.1,14.2,881.99,0.04,0.0,0.0,0.28,0.9,3214.29,0.07,0.04,571.43,0.0,0.0,0.0,0.02,0.01,500.0,0.3,0.3,1000.0,0.0,0.0,0.0
Raigarh,1991,Chhattisgarh,413.3,457.3,1106.46,2.1,2.6,1238.1,53.4,23.9,447.57,8.3,10.6,1277.11,0.0,0.0,0.0,15.5,15.0,967.74,0.16,0.04,250.0,0.39,2.8,7179.49,0.04,0.02,500.0,0.0,0.0,0.0,0.03,0.02,666.67,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1992,Chhattisgarh,413.9,436.6,1054.84,1.9,2.4,1263.16,50.6,28.8,569.17,8.4,15.0,1785.71,0.0,0.0,0.0,15.2,20.4,1342.11,0.17,0.04,235.29,0.5,1.6,3200.0,0.05,0.03,600.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.2,0.3,1500.0,0.0,0.0,0.0
Raigarh,1993,Chhattisgarh,417.9,513.9,1229.72,2.2,3.1,1409.09,50.7,22.0,433.93,8.3,15.4,1855.42,0.0,0.0,0.0,14.0,13.8,985.71,0.17,0.04,235.29,0.56,1.9,3392.86,0.06,0.03,500.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1994,Chhattisgarh,419.9,561.6,1337.46,2.2,3.2,1454.55,47.5,19.1,402.11,7.7,8.2,1064.94,0.0,0.0,0.0,11.3,10.1,893.81,0.04,0.01,250.0,0.6,2.2,3666.67,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,0.0,0.0,0.0
Raigarh,1995,Chhattisgarh,417.2,431.6,1034.52,2.4,3.7,1541.67,47.7,20.8,436.06,7.8,12.1,1551.28,0.0,0.0,0.0,11.2,11.8,1053.57,0.1,0.0,0.0,0.6,2.2,3666.67,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1996,Chhattisgarh,420.4,541.2,1287.35,3.6,5.7,1583.33,56.0,27.3,487.5,7.7,10.1,1311.69,0.0,0.0,0.0,11.3,10.8,955.75,0.1,0.0,0.0,0.9,2.8,3111.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0
Raigarh,1997,Chhattisgarh,419.7,342.6,816.3,2.2,2.9,1318.18,45.45,17.6,387.24,7.7,9.3,1207.79,0.0,0.0,0.0,11.0,10.2,927.27,0.1,0.0,0.0,1.1,3.1,2818.18,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.16,0.2,1250.0,0.0,0.0,0.0
Raigarh,1998,Chhattisgarh,592.6,661.2,1115.76,3.3,4.7,1424.24,76.2,28.33,371.78,14.4,20.4,1416.67,0.0,0.0,0.0,12.5,13.0,1040.0,0.0,0.0,0.0,0.8,2.3,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,1333.33,0.0,0.0,0.0
Raigarh,1999,Chhattisgarh,420.8,476.0,1131.18,0.0,0.0,0.0,46.3,21.0,453.56,7.63,13.91,1823.07,0.0,0.0,0.0,9.8,9.7,989.8,0.22,0.05,227.27,0.51,1.66,3254.9,0.0,0.0,0.0,1.08,0.28,259.26,0.02,0.01,500.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,2000,Chhattisgarh,421.0,237.75,564.73,2.1,3.04,1447.62,21.99,12.6,572.99,7.55,11.1,1470.2,0.0,0.0,0.0,11.44,9.62,840.91,0.36,0.07,194.44,0.53,0.15,283.02,0.04,0.02,500.0,1.13,0.28,247.79,0.2,0.08,400.0,0.14,0.11,785.71,0.0,0.0,0.0
Raigarh,2001,Chhattisgarh,420.68,526.7,1252.02,2.79,3.77,1351.25,22.79,17.68,775.78,7.48,6.71,897.06,0.0,0.0,0.0,11.3,14.25,1261.06,1.04,0.23,221.15,0.35,0.1,285.71,0.06,0.02,333.33,0.94,0.23,244.68,0.02,0.01,500.0,0.12,0.12,1000.0,0.0,0.0,0.0
Raigarh,2002,Chhattisgarh,419.69,284.59,678.1,3.07,4.38,1426.71,24.37,16.93,694.71,7.44,10.33,1388.44,0.0,0.0,0.0,11.68,12.85,1100.17,0.91,0.19,208.79,0.46,0.14,304.35,0.04,0.02,500.0,0.84,0.21,250.0,0.11,0.06,545.45,0.17,0.21,1235.29,0.0,0.0,0.0
Raigarh,2003,Chhattisgarh,422.96,547.37,1294.14,3.85,5.08,1319.48,48.34,20.65,427.18,7.46,10.82,1450.4,0.0,0.0,0.0,13.96,15.45,1106.73,3.25,0.71,218.46,0.57,0.16,280.7,0.04,0.01,250.0,0.8,0.2,250.0,0.08,0.08,1000.0,0.17,0.17,1000.0,0.0,0.0,0.0
Raigarh,2004,Chhattisgarh,421.56,417.86,991.22,3.33,3.86,1159.16,54.35,24.41,449.13,7.32,12.01,1640.71,0.0,0.0,0.0,12.57,13.88,1104.22,3.09,0.59,190.94,0.58,0.17,293.1,0.04,0.01,250.0,0.7,0.12,171.43,0.05,0.04,800.0,0.19,0.13,684.21,0.0,0.0,0.0
Raigarh,2005,Chhattisgarh,421.56,417.86,991.22,3.33,3.86,1159.16,51.86,22.03,424.8,7.32,12.01,1640.71,0.0,0.0,0.0,12.57,13.88,1104.22,3.09,0.59,190.94,0.58,0.17,293.1,0.04,0.01,250.0,0.7,0.12,171.43,0.05,0.04,800.0,0.19,0.13,684.21,0.0,0.0,0.0
Raigarh,2006,Chhattisgarh,421.04,437.91,1040.07,3.31,3.74,1129.91,52.68,21.28,403.95,7.12,9.0,1264.04,0.0,0.0,0.0,11.81,12.88,1090.6,4.01,0.79,197.01,0.81,0.16,197.53,0.07,0.03,428.57,0.62,0.15,241.94,0.03,0.02,666.67,0.13,0.12,923.08,0.0,0.0,0.0
Raigarh,2007,Chhattisgarh,423.06,532.65,1259.04,3.17,4.65,1466.88,27.63,21.31,771.26,7.08,11.63,1642.66,0.0,0.0,0.0,11.98,15.87,1324.71,4.09,1.01,246.94,0.72,0.15,208.33,0.04,0.02,500.0,0.61,0.15,245.9,0.03,0.03,1000.0,0.12,0.0,0.0,0.0,0.0,0.0
Raigarh,2008,Chhattisgarh,423.29,500.83,1183.18,3.51,4.86,1384.62,26.07,20.48,785.58,7.05,10.15,1439.72,0.0,0.0,0.0,11.37,14.99,1318.38,3.13,1.22,389.78,0.68,0.15,220.59,0.05,0.02,400.0,0.7,0.18,257.14,0.03,0.03,1000.0,0.12,0.0,0.0,0.0,0.0,0.0
Raigarh,2009,Chhattisgarh,420.75,470.53,1118.31,3.72,4.87,1309.14,22.18,19.92,898.11,6.78,11.23,1656.34,0.0,0.0,0.0,8.46,14.99,1771.87,2.91,0.0,0.0,0.61,0.15,245.9,0.04,0.02,500.0,0.5,0.13,260.0,0.02,0.02,1000.0,0.45,0.0,0.0,0.0,0.0,0.0
Raigarh,2010,Chhattisgarh,435.05,598.26,1375.15,3.4,5.5,1617.65,46.26,22.17,479.25,7.0,11.9,1700.0,0.0,0.0,0.0,8.3,13.1,1578.31,2.9,1.13,389.66,0.62,0.11,177.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3000.0,0.02,0.0,0.0
Raigarh,2011,Chhattisgarh,421.32,602.66,1430.41,3.63,6.27,1727.27,46.42,23.88,514.43,6.84,10.67,1559.94,0.0,0.0,0.0,11.09,14.81,1335.44,2.09,0.44,210.53,0.35,0.2,571.43,0.04,0.02,500.0,0.37,0.09,243.24,0.01,0.0,0.0,0.11,0.09,818.18,0.0,0.0,0.0
Raigarh,2012,Chhattisgarh,422.65,641.28,1517.28,3.44,6.08,1767.44,46.53,24.86,534.28,6.33,11.84,1870.46,0.0,0.0,0.0,11.59,15.97,1377.91,2.04,0.43,210.78,0.28,0.09,321.43,0.35,0.14,400.0,0.34,0.09,264.71,0.0,0.0,0.0,0.1,0.08,800.0,0.0,0.0,0.0
Raigarh,2013,Chhattisgarh,418.44,580.76,1387.92,6.67,11.5,1724.14,44.89,27.15,604.81,6.55,14.33,2187.79,0.0,0.0,0.0,11.39,17.66,1550.48,1.9,0.0,0.0,0.3,0.09,300.0,0.04,0.02,500.0,0.36,0.1,277.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,2014,Chhattisgarh,408.9,657.79,1608.68,3.62,7.5,2071.82,45.71,26.17,572.52,6.55,12.46,1902.29,0.0,0.0,0.0,11.31,16.39,1449.16,1.67,0.38,227.54,0.37,0.19,513.51,0.03,0.02,666.67,0.34,0.09,264.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,2015,Chhattisgarh,409.45,414.89,1013.29,3.56,6.15,1727.53,46.09,22.31,484.05,6.5,10.94,1683.08,0.0,0.0,0.0,11.03,14.73,1335.45,1.48,0.33,222.97,0.25,0.08,312.6,0.03,0.02,666.67,0.32,0.05,156.25,0.01,0.0,428.57,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,2016,Chhattisgarh,424.24,763.72,1800.23,3.87,7.12,1840.7,0.0,0.0,0.0,6.46,15.43,2389.53,0.0,0.0,0.0,11.05,21.05,1905.06,1.5,0.0,0.0,0.54,0.1,176.44,0.05,0.02,423.08,0.31,0.06,181.23,0.01,0.01,769.23,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,2017,Chhattisgarh,411.12,623.29,1516.07,3.91,6.76,1728.83,0.0,0.0,0.0,6.29,15.81,2512.8,0.0,0.0,0.0,10.18,14.52,1425.37,0.7,0.0,0.0,0.43,0.09,205.34,0.03,0.01,433.33,0.24,0.04,172.84,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
Surguja,1966,Chhattisgarh,284.0,89.0,313.38,2.0,1.0,500.0,38.14,-1.0,-1.0,33.0,47.0,1424.24,2.0,0.1,50.0,2.0,1.0,500.0,0.0,0.0,0.0,0.6,1.7,2833.33,0.0,0.0,0.0,2.2,0.4,181.82,0.0,0.0,0.0,3.2,2.3,718.75,0.0,0.0,0.0
Surguja,1967,Chhattisgarh,278.0,182.0,654.68,7.0,4.0,571.43,53.76,-1.0,-1.0,35.0,53.0,1514.29,1.0,0.1,100.0,3.0,2.0,666.67,0.0,0.0,0.0,0.5,0.9,1800.0,0.0,0.0,0.0,2.2,0.5,227.27,0.0,0.0,0.0,4.1,3.5,853.66,0.0,0.0,0.0
Surguja,1968,Chhattisgarh,284.3,153.0,538.16,5.9,3.0,508.47,58.99,-1.0,-1.0,35.1,30.0,854.7,1.4,0.1,71.43,2.7,1.0,370.37,0.0,0.0,0.0,0.6,1.8,3000.0,0.0,0.0,0.0,2.3,0.5,217.39,0.0,0.0,0.0,4.4,3.2,727.27,0.0,0.0,0.0
Surguja,1969,Chhattisgarh,284.9,191.9,673.57,6.5,4.2,646.15,59.7,14.5,242.88,35.4,30.5,861.58,1.2,0.1,83.33,2.7,1.8,666.67,0.0,0.0,0.0,0.7,2.5,3571.43,0.0,0.0,0.0,2.3,0.5,217.39,0.0,0.0,0.0,4.7,3.1,659.57,0.0,0.0,0.0
Surguja,1970,Chhattisgarh,288.2,195.8,679.39,6.9,5.0,724.64,61.9,13.9,224.56,36.0,50.5,1402.78,1.1,0.1,90.91,3.2,2.2,687.5,0.0,0.0,0.0,0.7,2.4,3428.57,0.0,0.0,0.0,2.4,0.6,250.0,0.0,0.0,0.0,4.9,3.3,673.47,0.0,0.0,0.0
Surguja,1971,Chhattisgarh,290.3,250.7,863.59,7.9,4.4,556.96,63.6,16.1,253.14,36.2,26.2,723.76,1.0,0.1,100.0,3.6,2.1,583.33,0.0,0.0,0.0,0.7,2.1,3000.0,0.0,0.0,0.0,2.4,0.5,208.33,0.0,0.0,0.0,4.8,2.5,520.83,0.0,0.0,0.0
Surguja,1972,Chhattisgarh,294.4,150.4,510.87,10.1,6.2,613.86,65.9,17.5,265.55,36.9,29.0,785.91,0.9,0.1,111.11,3.9,2.8,717.95,0.0,0.0,0.0,0.7,2.2,3142.86,0.0,0.0,0.0,2.6,0.6,230.77,0.0,0.0,0.0,4.8,3.8,791.67,0.0,0.0,0.0
Surguja,1973,Chhattisgarh,295.9,221.6,748.9,13.2,7.7,583.33,67.6,20.6,304.73,37.5,45.4,1210.67,0.8,0.1,125.0,4.2,2.0,476.19,0.0,0.0,0.0,0.7,1.5,2142.86,0.0,0.0,0.0,2.2,0.4,181.82,0.0,0.0,0.0,4.9,3.9,795.92,0.0,0.0,0.0
Surguja,1974,Chhattisgarh,295.6,139.0,470.23,12.9,8.1,627.91,72.4,21.8,301.1,38.1,48.9,1283.46,0.7,0.1,142.86,4.8,2.8,583.33,0.0,0.0,0.0,0.6,1.9,3166.67,0.0,0.0,0.0,2.2,0.4,181.82,0.0,0.0,0.0,4.8,3.7,770.83,0.0,0.0,0.0
Surguja,1975,Chhattisgarh,299.1,222.8,744.9,14.5,8.8,606.9,75.1,23.8,316.91,38.7,36.6,945.74,0.6,0.0,0.0,4.8,3.6,750.0,0.0,0.0,0.0,0.7,2.1,3000.0,0.0,0.0,0.0,2.3,0.6,260.87,0.0,0.0,0.0,4.5,3.6,800.0,0.0,0.0,0.0
Surguja,1976,Chhattisgarh,299.6,141.5,472.3,10.9,6.2,568.81,52.9,8.0,151.23,39.5,51.1,1293.67,0.5,0.0,0.0,4.6,2.4,521.74,0.0,0.0,0.0,0.7,2.2,3142.86,0.0,0.0,0.0,2.3,0.4,173.91,0.0,0.0,0.0,4.9,3.1,632.65,0.0,0.0,0.0
Surguja,1977,Chhattisgarh,306.1,270.2,882.72,15.2,8.4,552.63,70.5,16.8,238.3,40.4,26.1,646.04,0.4,0.0,0.0,4.4,2.7,613.64,0.0,0.0,0.0,0.6,1.9,3166.67,0.0,0.0,0.0,2.4,0.5,208.33,0.0,0.0,0.0,5.0,3.9,780.0,0.0,0.0,0.0
Surguja,1978,Chhattisgarh,311.7,204.0,654.48,16.0,15.3,956.25,72.7,18.3,251.72,41.1,36.2,880.78,0.4,0.0,0.0,4.1,2.6,634.15,0.0,0.0,0.0,0.5,1.4,2800.0,0.0,0.0,0.0,2.5,0.5,200.0,0.0,0.0,0.0,5.1,3.8,745.1,0.0,0.0,0.0
Surguja,1979,Chhattisgarh,294.4,75.3,255.77,9.7,5.3,546.39,61.2,8.2,133.99,41.0,35.8,873.17,0.4,0.0,0.0,3.2,4.0,1250.0,0.0,0.0,0.0,0.5,1.0,2000.0,0.0,0.0,0.0,2.3,0.2,86.96,0.0,0.0,0.0,4.8,2.8,583.33,0.0,0.0,0.0
Surguja,1980,Chhattisgarh,308.4,247.1,801.23,13.5,13.5,1000.0,67.8,19.2,283.19,41.0,44.4,1082.93,0.4,0.0,0.0,3.0,4.0,1333.33,0.0,0.0,0.0,0.3,1.0,3333.33,0.0,0.0,0.0,2.4,0.6,250.0,0.0,0.0,0.0,5.0,3.7,740.0,0.0,0.0,0.0
Surguja,1981,Chhattisgarh,312.9,218.5,698.31,12.0,11.7,975.0,65.7,17.1,260.27,42.0,35.6,847.62,0.4,0.0,0.0,3.0,3.9,1300.0,0.0,0.0,0.0,0.5,1.6,3200.0,0.0,0.0,0.0,2.3,0.6,260.87,0.0,0.0,0.0,5.0,3.6,720.0,0.0,0.0,0.0
Surguja,1982,Chhattisgarh,312.8,229.7,734.34,12.1,12.4,1024.79,69.4,16.3,234.87,42.0,45.5,1083.33,0.3,0.0,0.0,3.5,2.1,600.0,0.0,0.0,0.0,0.4,1.2,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1000.0,5.0,2.9,580.0,0.0,0.0,0.0
Surguja,1983,Chhattisgarh,318.7,216.2,678.38,10.4,6.8,653.85,74.7,20.1,269.08,42.0,64.1,1526.19,0.3,0.0,0.0,3.5,2.9,828.57,0.0,0.0,0.0,0.5,1.5,3000.0,0.0,0.0,0.0,2.2,0.6,272.73,0.1,0.0,0.0,5.0,3.9,780.0,0.0,0.0,0.0
Surguja,1984,Chhattisgarh,329.1,219.2,666.06,16.9,13.3,786.98,74.7,18.3,244.98,44.2,45.9,1038.46,0.2,0.0,0.0,5.0,2.6,520.0,0.0,0.0,0.0,0.5,1.5,3000.0,0.0,0.0,0.0,1.6,0.4,250.0,0.1,0.0,0.0,5.1,4.2,823.53,0.0,0.0,0.0
